proverb,meaning,used,index
"zoals het handje thuis tost, tost het nergens",uiteindelijk gaat er niets boven het eigen huis,,3738
verbi gratia,bijvoorbeeld,,3739
in het huisje wegen,uiterst nauwkeurig het gevraagde gewicht geven,,3740
goederen in de dode hand,goederen die niet vererven,,3741
op zijn duimpje kennen,"heel goed kennen, van buiten weten",,3742
"geen geld, geen Zwitsers",zonder geld krijg je hulp noch koopwaar of er is altijd wel geld nodig om iets gedaan te krijgen,,3743
uit een goed nest komen,van goede afkomst zijn,,3744
een held op sokken,"iemand die zich dapper voordoet, maar in werkelijkheid niets durft. Een bangerik",,3745
huilen met de wolven in het bos,het er niet mee eens zijn maar wel de baas gelijk geven en bevestigen,,3746
de wind niet door de hekken laten waaien,elke gelegenheid te baat nemen,,3747
een klein hartje hebben,weinig durven/gauw bang zijn,,3748
hij heeft schelvisogen hij kijkt als een schelvis,"hij kijkt je lodderig, dom of onbetrouwbaar aan",,3749
Het veulen laten draven. ,Gaan plassen,,3750
er dik in zitten,de kans is groot dat het zo is,,3751
iets op een procrustesbed leggen,een regeling zo toepassen dat hij er voordeel van heeft,,3752
wat ik je brom,wat ik je zeg!,,3753
met vallen en opstaan (leren),door mislukkingen leren,,3754
iemand de beurs lichten,van iemand geld stelen/afhandig maken,,3755
de hort op zijn,op pad zijn,,3756
nood breekt wet,bij moeilijke omstandigheden is er meer geoorloofd,,3757
"wat niet weet, wat niet deert.",waar je geen weet van hebt kun je ook geen last hebben,,3758
ergens de vingers voor durven opsteken,iets durven aanvaarden - zijn verantwoordelijkheid durven opnemen,,3759
ze waren fout,collaborateurs en fascisten gedurende de Tweede Wereldoorlog,,3760
veel vijven en zessen hebben,veel bezwaren hebben,,3761
naar de haaien gaan,"ten onder gaan, zinken, zeer grote problemen krijgen en wellicht ophouden te bestaan",,3762
hij gedraagt zich als een baars,hij is zeer onhandig,,3763
zijn draai niet kunnen vinden,er niet aarden,,3764
de pijp aan maarten geven,"sterven, ermee ophouden",,3765
een ziekte komt te paard en gaat te voet,men wordt snel ziek maar genezen duurt lang,,3766
kijken alsof men z'n laatste oortje versnoept heeft.,verlegen en beteuterd kijken,,3767
maar zus of zo,"zo maar ongeveer, niet geweldig",,3768
het is hoed.,het is verkeerd afgelopen.,,3769
op den boer,op den buiten,,3770
gevleugelde woorden,veel gebruikte uitdrukking,,3771
een oud beestje van stal halen,"met iets dat al oud is, opnieuw voor de dag komen",,3772
'm piepen,er stilletjes vandoor gaan,,3773
op de markt werpen,overal aanbieden,,3774
zijn tanden laten zien.,"tonen dat men niet bang is, van zich afbijten; stevig uitvaren; streng zijn.",,3775
van zessen klaar,erg handig zijn en van aanpakken weten,,3776
doorgestoken kaart,"er is heel duidelijk iets mis! Hier is getracht om iemand te laten geloven dat er bij toeval iets gebeurt, terwijl het in feite van tevoren gearrangeerd is",,3777
nakaarten heeft geen zin.,men moet niet doorgaan met doorzeueren over iets wat al geweest is,,3778
In iemands zakken zitten,iemand plagen,,3779
in de tredmolen lopen,de dagelijkse sleur volgen - zich onderwerpen,,3780
een goede naam is beter dan olie.,een goede naam (reputatie) is beter dan veel geld (olie) bezitten.,,3781
ergens een stempel op drukken,duidelijk je invloed ergens laten gelden,,3782
het sop is de kool niet waard.,een onderwerp is te onbelangrijk om er aandacht aan te geven,,3783
te baat nemen,van de gelegenheid gebruik maken,,3784
zijn draai niet kunnen vinden,ergens niet kunnen aarden,,3785
met het mes in de buik zitten,in grote angst verkeren,,3786
zich op een afstand houden,zich niet te veel met de zaak bemoeien,,3787
onder de geboden,in ondertrouw,,3788
het leven gaat niet altijd over rozen.,"het is niet altijd zo mooi, iedereen heeft wel eens tegenvallers",,3789
dat staat als een vlag op een modderschuit,dat past helemaal niet,,3790
op apegapen liggen,bijna dood of erg benauwd zijn,,3791
er is niets van aan,het is niet waar,,3792
het gelag betalen,alle kosten moeten betalen terwijl ook anderen er schuld aan hebben,,3793
ergens voor tekenen,het met plezier willen aanvaarden,,3794
mundus vult decipi,de wereld wil bedrogen worden,,3795
zijn slag slaan,"op het goede moment de kansen benutten, bijv. dingen kopen",,3796
onder het mes zitten,"een examen hebben, in angstige omstandigheden zitten",,3797
van de baan,niet meer van toepassing,,3798
tussen de mazen (van het net) vissen,creatief te werk gaan,,3799
knollen voor citroenen verkopen,"iemand wat wijsmaken, met praatjes foppen",,3800
Achteruit gaan als een hollend paard. ,Snel terrein verliezen,,3801
de boter eruit braden,het ervan nemen,,3802
op een zuinigje,erg goedkoop - weinig moeite doend,,3803
verstand als een garnaal,"erg weinig verstand, erg dom",,3804
het niet op iemand hebben,iemand niet goed kunnen verdragen,,3805
tussen de bedrijven door.,tussen andere bezigheden in; tussendoor.,,3806
zo glad als een aal (paling),"hij is geslepen, uitgekookt",,3807
tegen de maan blaffen,iets doen wat totaal niet helpt / nodeloze bedreigingen uiten,,3808
achter de tralies,opgesloten,,3809
De haan en de vos hebben elkaar te gast,Twee bedriegers zijn steeds op hun eigen voordeel uit,,3810
zo blind als een mol,stekeblind,,3811
getroffen zijn door,"wat je bijzondere gevoelens geeft, geraakt zijn door",,3812
aap wat heb je mooie jongen,sarcastische opmerking over iemand die wat al te trots is op iets,,3813
pro forma,voor de vorm,,3814
iemand de pas afsnijden,iemand verhinderen een bepaalde actie uit te voeren,,3815
met zijn neus in de boter vallen,(Onverwacht) goed terechtkomen,,3816
er onderdoor gaan,"ziek worden, bankroet gaan, oververmoeid raken",,3817
er niet bij kunnen,het niet kunnen begrijpen,,3818
lex talionis,wet van vergelding,,3819
iemand niet kunnen zetten,iemand niet aardig vinden,,3820
de rubicon overtrekken,de beslissende stap ondernemen,,3821
van Teeuwes nog Meeuwes weten,ergens van helemaal geen verstand hebben,,3822
iemand in de kaart spelen,iemand onbewust helpen,,3823
het hart ergens aan ophalen,ergens van genieten,,3824
een stok in de lenden leggen,slaan,,3825
de gulden middenweg (houden/bewandelen/verkiezen),een tussenstandpunt of tussenoplossing verkiezen,,3826
een bocht nemen,van gedachten veranderen,,3827
zonder blikken of blozen,onbeschaamd,,3828
lapsus calami,schrijffout,,3829
het scheelt hem in zijn bovenverdieping,hij is niet goed wijs,,3830
in de p zitten,in de penarie zitten,,3831
op het kussen zitten,aan de macht zijn,,3832
de woorden uit de mond halen/nemen,zeggen wat de ander ook net wou zeggen,,3833
tot in de puntjes,tot in het kleinste detail,,3834
arbeider in de wijngaard des heren,"geestelijk beroep (priester,dominee) uitoefenend",,3835
op de bon slingeren,bekeuren,,3836
hij is onder een hoedje te vangen,hij is zeer stil en gedwee,,3837
in de sprei,uitgespreid,,3838
met iemands schuitje varen,hetzelfde lot ondergaan,,3839
een houten/stijve Klaas zijn,nooit iets leuks willen,,3840
in de muit zitten,niet uitgaan,,3841
"als de zon een mestvaalt beschijnt, dan verspreidt deze een onaangename geur.",als je met goede wil ergens te veel aandacht aan besteedt kan het verkeerd opgevat worden. / Met alle goede wil van de wereld kun je sommige zaken nog niet verbeteren.,,3842
de handen in de schoot,werkloos,,3843
beter kleine meester dan grote knecht,liever een bescheiden zelfstandige dan een grote knecht bij een baas,,3844
vertrouwen komt te voet en gaat te paard.,"het is makkelijker om iemands vertrouwen te schaden, dan te verkrijgen.",,3845
we zijn er uit.,we hebben de oplossing gevonden.,,3846
iemand te kort doen,iemand te weinig geven of begrijpen,,3847
naar de kabeljauwskelder,schip wat gezonken is,,3848
en petit comité,"in een klein genootschap, in het geheim",,3849
met iets op de proppen komen,"iets vertellen, ermee voor de dag komen",,3850
aan de hand van,door middel van,,3851
kennis is macht,veel weten kan veel invloed betekenen,,3852
van de gaffel in de greep,van kwaad tot erger,,3853
van een leien dakje gaan,bijzonder vlot en zonder problemen verlopen,,3854
iemand de schop geven,iemand ontslaan,,3855
geen touw aan vast te knopen,totaal onbegrijpelijk,,3856
hij heeft er de hand in gehad,hij heeft er aan meegewerkt met raad of daad,,3857
men heeft hem de hoorns opgezet,iemand (vooral een bekende) heeft een relatie met zijn vrouw,,3858
het krieken van de dag/dageraad,de vroege ochtend,,3859
iets in één adem uitlezen,"een boek waaraan je begonnen bent heel snel uitlezen, omdat je het zo spannend vindt",,3860
de engeltjes schudden hun kussens uit,het sneeuwt,,3861
"langzaam aan, dan breekt het lijntje niet","je kunt beter rustig doorwerken, dan kan er het minste fout gaat",,3862
niets dan lege briefjes hebben in te brengen,voorstellen waarvan je vooraf al weet dat deze toch niet bekeken worden,,3863
de bramzeilen bijzetten,alles op alles zetten,,3864
nieuw bloed,"nieuwe deelnemers, werkers",,3865
pro rata,per evenredig deel,,3866
mindere goden,de wat minder sterke of slimme,,3867
"baat het niet, schaadt het niet","iets kan helpen, maar als het niet helpt zal het geen problemen geven",,3868
"Waar geen aardappelen gepoot worden, zullen er ook geen groeien","Als je niet een goed begin voor iets legt, zal er ook niets van worden",,3869
een andere toon aanslaan,op een andere manier tegen iemand gaan praten,,3870
Pluimen in de wind waaien,Iets doen zonder na te denken,,3871
fiat justitia et pereat mundus,het recht moet zegevieren ook al vergaat de wereld,,3872
iemand de laan uitsturen,iemand ontslaan,,3873
een goede daad is goud waard,iemand helpen is goed,,3874
er als de kippen bij zijn,er razendsnel bij zijn,,3875
de dans ontspringen,niet in het onheil betrokken worden,,3876
een stalen voorhoofd hebben,onbeschaamd zijn,,3877
iets onder de kurk hebben,iets te drinken hebben,,3878
als een luis op een teerton,vorderen als een luis op een teerton: niet opschieten,,3879
zo dood als een pier,"geheel en al dood, als een aardworm die slap aan de hengel hangt",,3880
ergens een potje te vuur hebben staan,ergens noch wat zeer ongunstigs te verwachten hebben,,3881
overstag raken,de wind van voren krijgen,,3882
afwijzend beschikken op,het verzoek weigeren,,3883
de pan uit vliegen,erg snel stijgen (inz. gezegd over prijzen),,3884
geen grond houden,geen steek houden - niet correct zijn,,3885
ergens zijn boontjes op te weken leggen,stellig op iets rekenen (dat helemaal niet zeker is),,3886
het eind zal de last dragen.,moeilijkheden en problemen komen vooral als het werk bijna af is,,3887
om geen god of gebod geven,goddeloos leven,,3888
een plaat voor je hoofd hebben.,"kortzichtig zijn, niet open staan voor de omgeving.",,3889
in zijn vaandel schrijven,in zijn programma opnemen,,3890
van het kastje naar de muur sturen,"steeds weer naar een andere instantie of loket doorsturen, zonder iemand werkelijk te helpen.",,3891
ter ziele zijn / ter ziele gaan,"gestorven zijn of sterven, ook figuurlijk: iets dat niet meer bestaat of actief is",,3892
een vrouw zonder man is als een vis zonder fiets,feministische uitspraak,,3893
zijn hart vasthouden,"zich zorgen maken, bang zijn dat het mis gaat => bang",,3894
hij loopt te haaien en te draaien,doelloos ronddwalen,,3895
zich in de vingers snijden,zichzelf (onbedoeld) benadelen.,,3896
mooie liedjes duren niet lang.,geluk is van korte duur,,3897
die molen maalt langzaam,dat gaat traag,,3898
in de gordijnen klimmen,boos worden,,3899
die is niet voor de poes,die moet als tegenstander niet onderschat worden,,3900
als een muis in de val zitten,geen uitweg meer hebben,,3901
de langste adem hebben,iets het langst volhouden,,3902
het uitmaken,een relatie beëindigen,,3903
"wie zijn eigen tuintje wiedt, ziet het onkruid van een ander niet","het is beter om energie te steken in het verbeteren van jezelf, dan in het bekritiseren van anderen",,3904
men moet de huid niet verkopen voordat de beer geschoten is,je moet niet geld uitgeven voordat je het hebt verdiend,,3905
zijn haring braadt daar niet,hij is daar niet welkom,,3906
met de hoed in de hand komt men door het ganse land.,iemand die vriendelijk is bereikt meer in het leven dan iemand die onaardig en onbeleefd is,,3907
Nog geen koude aardappel waard zijn,Weinig waard zijn,,3908
met een waterzeil thuiskomen,doornat zijn,,3909
een goede daad is goud waard.,iemand helpen is goed.,,3910
met zijn pink manoeuvreren,iets als de beste kunnen.,,3911
de gelegenheid bij de haren grijpen,de kans niet laten voorbijgaan,,3912
onder de ogen zien,"inzien, aanvaarden",,3913
met de rug tegen de muur staan,"geen kant op kunnen, hooguit een laatste uitweg",,3914
de tongen losmaken,aanleiding geven tot gepraat,,3915
leven en laten leven,iemand of iets z'n gang laten gaan en niet mee bemoeien,,3916
lik op stuk krijgen/geven.,afgestraft worden/afstraffen,,3917
iemand oren aannaaien,iemand iets wijsmaken,,3918
een gat in de dag slapen,lang doorslapen,,3919
dat vlas is niet te spinnen,daar is niets mee te beginnen,,3920
koffen en smakken zijn waterbakken,dat soort dingen kan veel doorstaan,,3921
iets boven de tafel fietsen,open kaart spelen met bedoelingen,,3922
de bietenbrug opgaan,"falen, ten onder gaan, zwaar verliezen",,3923
het water is veel te diep,hij durft het niet aan,,3924
de handen dicht mogen knijpen,van geluk mogen spreken,,3925
de klad erin brengen,het slechter gaan,,3926
ergens geen houvast aan hebben,er weinig mee kunnen doen,,3927
de hand boven het hoofd houden,beschermen,,3928
op stang jagen/rijden,boos maken,,3929
zijn draai vinden,er aarden,,3930
op kousenvoeten,"stilletjes, ongemerkt",,3931
een stuk of tig,een onbekend aantal,,3932
als de ragebol rust werkt de spin,zonder onderhoud raakt `n huis (de omgeving) snel in verval,,3933
honger is de beste kok,"wanneer men honger heeft, smaakt alles goed",,3934
Een gouden zadel maakt geen ezel tot paard. ,Een mens verandert niet door uiterlijkheden,,3935
dat horen en zien je vergaat,erg luid,,3936
een krul meer in zijn staart hebben dan een gewoon mens,zich een beetje aanstellen,,3937
het zal er stinken/waaien,er zal hevige ruzie zijn,,3938
iemand op het matje roepen,iemand bij zich laten komen en om uitleg vragen waarom iets zo gedaan is,,3939
op staande voet,met onmiddellijke ingang,,3940
Aan de veren kent men de vogel,1: Aan iemands uiterlijk (verzorging / kleding) kan men zijn karakter afleiden. 2: Kinderen lijken vaak op hun ouders,,3941
daar moet de schoorsteen van roken,dat moet de inkomsten voortbrengen. Daar moeten we van bestaan,,3942
schreeuwen of men levend gevild wordt,heel hard schreeuwen,,3943
een hardloper van luie kees,een treuzelaar,,3944
een streepje voor hebben,"meer mogen dan een ander, minder gauw straf krijgen",,3945
niet vet kunnen soppen,het niet breed hebben,,3946
een stuk in de kraag drinken,zich dronken drinken,,3947
het oog is groter dan de maag,meer op het bord scheppen dan er opgegeten kan worden,,3948
in de val lopen,betrapt worden,,3949
door de kajuitsramen aan boord komen,"onmiddellijk bevelhebber worden, zonder eerste ondergeschikte te zijn geweest",,3950
dat loopt op zijn einde,het is bijna afgelopen,,3951
Hij loopt alsof hij het vuur in zijn aars heeft,Hij loopt heel hard,,3952
op zijn achterste poten gaan staan,zo veel mogelijk moeite doen / boos worden,,3953
summa cum laude,met de hoogste eer,,3954
in den blinde,blindelings,,3955
wie in het schuitje zit moet meevaren,wie ergens mee begonnen is moet dit ook afmaken,,3956
het wiel opnieuw uitvinden,dubbel werk doen,,3957
iemand het net over het hoofd halen,iemand tegen wil en dank tot iets doen besluiten,,3958
